,name,Length Of Movie (minute),year,idbm_year,director_1,gender_director,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating,director movie amount,writer1 movie amount,star1 movie amount,star2 movie amount,star3 movie amount,average rating genre,director rating avg,star1 rating avg,star2 rating avg,star3 rating avg,writer1 rating avg,Action,Drama,Comedy
99,Too Late the Hero,145.0,1970,1970,Robert Aldrich,1,Robert Aldrich,Robert Sherman,Lukas Heller,Michael Caine,Cliff Robertson,Ian Bannen,Action,Drama,War,6.7,7,1,12,2,1,6.077,6.686,6.425,6.25,6.7,6.7,2.0,0.0,0.0
100,Tora! Tora! Tora!,144.0,1970,1970,Richard Fleischer,1,Larry Forrester,Hideo Oguni,Ryûzô Kikushima,Martin Balsam,Sô Yamamura,Jason Robards,Action,Drama,History,7.5,15,1,1,1,5,6.077,6.12,7.5,7.5,6.28,7.5,8.0,0.0,0.0
101,The Traveling Executioner,95.0,1970,1970,Jack Smight,1,Garrie Bateson,,,Stacy Keach,Marianna Hill,Bud Cort,Comedy,Drama,Western,6.3,7,1,4,2,3,6.016,5.557,6.825,6.35,5.733,6.3,0.0,0.0,3.0
102,The Twelve Chairs,94.0,1970,1970,Mel Brooks,1,Ilya Ilf,Yevgeni Petrov,Elizabeth Hill,Mel Brooks,Ron Moody,Frank Langella,Comedy,,,6.5,9,1,5,1,3,6.016,6.8,6.58,6.5,5.933,6.5,0.0,0.0,7.0
103,Two Mules for Sister Sara,116.0,1970,1970,Don Siegel,1,Budd Boetticher,Albert Maltz,,Clint Eastwood,Shirley MacLaine,Manolo Fábregas,Adventure,Romance,War,7.0,7,1,34,5,1,6.206,6.814,6.788,6.82,7.0,7.0,0.0,0.0,0.0
104,Up in the Cellar,94.0,1970,1970,Theodore J. Flicker,1,Angus Hall,Theodore J. Flicker,,Wes Stern,Joan Collins,Larry Hagman,Comedy,Romance,,5.1,1,1,1,1,2,6.016,5.1,5.1,5.1,4.85,5.1,0.0,0.0,1.0
105,WUSA,115.0,1970,1970,Stuart Rosenberg,1,Robert Stone,,,Paul Newman,Joanne Woodward,Anthony Perkins,Drama,Romance,,5.5,9,2,19,4,2,6.459,6.078,6.579,6.35,5.85,6.1,0.0,2.0,0.0
106,A Walk in the Spring Rain,98.0,1970,1970,Guy Green,1,Rachel Maddux,Stirling Silliphant,,Ingrid Bergman,Anthony Quinn,Fritz Weaver,Drama,Romance,,6.1,2,1,2,1,1,6.459,5.35,6.2,6.1,6.1,6.1,0.0,2.0,0.0
107,Watermelon Man,100.0,1970,1970,Melvin Van Peebles,1,Herman Raucher,,,Godfrey Cambridge,Estelle Parsons,Howard Caine,Comedy,,,6.6,2,4,4,1,1,6.016,6.05,6.5,6.6,6.6,6.475,0.0,0.0,1.0
108,What Do You Say to a Naked Lady?,85.0,1970,1970,Allen Funt,1,Allen Funt,,,Joie Addison,Laura Huston,Martin Meyers,Documentary,Comedy,,5.8,1,1,1,1,1,7.093,5.8,5.8,5.8,5.8,5.8,0.0,0.0,0.0
109,Where's Poppa?,82.0,1970,1970,Carl Reiner,1,Robert Klane,,,George Segal,Ruth Gordon,Ron Leibman,Comedy,,,6.5,12,5,10,1,3,6.016,6.367,6.06,6.5,6.867,5.76,0.0,0.0,12.0
110,Which Way to the Front?,96.0,1970,1970,Jerry Lewis,1,Gerald Gardner,Dee Caruso,Dick Miller,Jerry Lewis,Jan Murray,John Wood,Comedy,War,,4.7,1,2,2,1,4,6.016,4.7,5.75,4.7,5.675,5.25,0.0,0.0,1.0
111,The Wild Country,100.0,1970,1970,Robert Totten,1,Calvin Clements Jr.,Paul Savage,Ralph Moody,Steve Forrest,Vera Miles,Ron Howard,Action,Adventure,Comedy,6.3,2,2,1,4,4,6.077,5.75,6.3,6.225,6.375,6.35,1.0,0.0,0.0
112,The Yin and the Yang of Mr. Go,89.0,1970,1970,Burgess Meredith,1,Burgess Meredith,Joseph Zucchero,Alvin Ostroff,James Mason,Jack MacGowran,Irene Tsu,Fantasy,Mystery,Thriller,3.4,1,1,2,1,1,5.535,3.4,4.85,3.4,3.4,3.4,0.0,0.0,0.0
113,You Can't Win 'Em All,97.0,1970,1970,Peter Collinson,1,Leo Gordon,,,Tony Curtis,Charles Bronson,Michèle Mercier,Action,Adventure,Comedy,5.8,3,1,4,1,1,6.077,5.933,5.125,5.8,5.8,5.8,2.0,0.0,0.0
114,Zabriskie Point,113.0,1970,1970,Michelangelo Antonioni,1,Michelangelo Antonioni,Franco Rossetti,Sam Shepard,Mark Frechette,Daria Halprin,Paul Fix,Drama,,,7.0,1,1,1,1,1,6.459,7.0,7.0,7.0,7.0,7.0,0.0,1.0,0.0
115,200 Motels,98.0,1971,1971,Tony Palmer,1,Frank Zappa,Tony Palmer,Mark Volman,Mark Volman,Howard Kaylan,Ian Underwood,Comedy,Fantasy,Music,5.8,1,2,1,1,1,6.016,5.8,5.8,5.8,5.8,6.95,0.0,0.0,1.0
116,The Anderson Tapes,99.0,1971,1971,Sidney Lumet,1,Lawrence Sanders,Frank Pierson,,Sean Connery,Dyan Cannon,Martin Balsam,Action,Crime,Thriller,6.4,17,1,22,4,4,6.077,6.671,6.418,6.25,6.475,6.4,1.0,0.0,0.0
117,The Andromeda Strain,131.0,1971,1971,Robert Wise,1,Michael Crichton,Nelson Gidding,,James Olson,Arthur Hill,David Wayne,Mystery,Sci-Fi,Thriller,7.2,5,13,2,1,2,6.362,6.36,6.35,7.2,6.5,6.331,0.0,0.0,0.0
118,Bananas,82.0,1971,1971,Woody Allen,1,Woody Allen,Mickey Rose,,Woody Allen,Louise Lasser,Carlos Montalbán,Comedy,,,7.0,39,38,23,1,1,6.016,7.054,6.917,7.0,7.0,7.092,0.0,0.0,35.0
119,The Barefoot Executive,96.0,1971,1971,Robert Butler,1,Joseph L. McEveety,Lila Garrett,Bernie Kahn,Kurt Russell,Joe Flynn,Harry Morgan,Comedy,Family,,6.0,7,5,23,3,4,6.016,5.8,6.596,6.2,6.2,5.96,0.0,0.0,5.0
120,The Battle of Love's Return,82.0,1971,1971,Lloyd Kaufman,1,Lloyd Kaufman,,,Lloyd Kaufman,Lynn Lowry,Stanley Kaufman,Comedy,,,4.0,2,5,1,1,1,6.016,5.05,4.0,4.0,4.0,4.88,0.0,0.0,1.0
121,Bedknobs and Broomsticks,117.0,1971,1971,Robert Stevenson,1,Ralph Wright,Ted Berman,Bill Walsh,Angela Lansbury,David Tomlinson,Roddy McDowall,Animation,Adventure,Comedy,7.1,5,1,3,1,2,6.623,6.2,6.833,7.1,5.85,7.1,0.0,0.0,0.0
122,Been Down So Long It Looks Like Up to Me,90.0,1971,1971,Jeffrey Young,1,Richard Farina,Robert Schlitt,,Barry Primus,David Downing,Susan Tyrrell,Drama,,,5.5,1,1,1,1,3,6.459,5.5,5.5,5.5,5.9,5.5,0.0,1.0,0.0
123,The Big Doll House,95.0,1971,1971,Jack Hill,1,Don Spencer,,,Roberta Collins,Pam Grier,Judith Brown,Action,Drama,Thriller,5.9,6,1,1,5,1,6.077,6.15,5.9,6.16,5.9,5.9,5.0,0.0,0.0
124,Big Jake,110.0,1971,1971,George Sherman,1,Harry Julian Fink,Rita M. Fink,,John Wayne,Richard Boone,Maureen O'Hara,Western,,,7.1,1,6,8,2,1,6.152,7.1,6.962,6.7,7.1,6.9,0.0,0.0,0.0
125,Billy Jack,114.0,1971,1971,Tom Laughlin,1,Tom Laughlin,Delores Taylor,,Tom Laughlin,Delores Taylor,Clark Howat,Action,Drama,Western,6.2,4,4,4,3,1,6.077,5.025,5.025,5.133,6.2,5.025,2.0,0.0,0.0
126,Bless the Beasts and Children,109.0,1971,1971,Stanley Kramer,1,Glendon Swarthout,Mac Benoff,,Bill Mumy,Barry Robins,Miles Chapin,Comedy,Drama,,6.7,3,2,1,1,1,6.016,6.233,6.7,6.7,6.7,7.15,0.0,0.0,2.0
127,Blood and Lace,87.0,1971,1971,Philip S. Gilbert,1,Gil Lasky,,,Gloria Grahame,Melody Patterson,Milton Selzer,Horror,,,5.5,1,3,2,1,1,5.441,5.5,5.35,5.5,5.5,5.5,0.0,0.0,0.0
128,Born to Win,88.0,1971,1971,Ivan Passer,1,David Scott Milton,Ivan Passer,,George Segal,Paula Prentiss,Karen Black,Comedy,Crime,Drama,5.6,2,1,10,4,2,6.016,5.9,6.06,6.0,5.8,5.6,0.0,0.0,2.0
129,The Boy Friend,137.0,1971,1971,Ken Russell,1,Ken Russell,Sandy Wilson,,Twiggy,Christopher Gable,Max Adrian,Comedy,Musical,Romance,6.9,5,2,1,1,1,6.016,6.38,6.9,6.9,6.9,6.5,0.0,0.0,1.0
130,Brother John,95.0,1971,1971,James Goldstone,1,Ernest Kinoy,,,Sidney Poitier,Will Geer,Bradford Dillman,Drama,Sci-Fi,,6.5,7,3,10,3,3,6.459,5.929,6.41,6.667,6.633,6.733,0.0,2.0,0.0
131,B.S. I Love You,99.0,1971,1971,Steven Hilliard Stern,1,Steven Hilliard Stern,,,Peter Kastner,JoAnna Cameron,Louise Sorel,Comedy,Romance,,4.0,2,1,1,1,1,6.016,3.75,4.0,4.0,4.0,4.0,0.0,0.0,2.0
132,Bunny O'Hare,91.0,1971,1971,Gerd Oswald,1,Stanley Z. Cherry,Coslough Johnson,,Bette Davis,Ernest Borgnine,Jack Cassidy,Comedy,,,6.1,1,1,5,6,1,6.016,6.1,6.0,6.5,6.1,6.1,0.0,0.0,1.0
133,Carnal Knowledge,98.0,1971,1971,Mike Nichols,1,Jules Feiffer,,,Jack Nicholson,Candice Bergen,Art Garfunkel,Drama,,,7.0,15,2,22,7,1,6.459,6.62,6.877,6.043,7.0,7.0,0.0,4.0,0.0
134,Chandler,85.0,1971,1971,Paul Magwood,1,Paul Magwood,John Sacret Young,,Warren Oates,Leslie Caron,Alex Dreier,Crime,Drama,,4.5,1,1,7,2,2,6.499,4.5,6.257,5.3,4.65,4.5,0.0,0.0,0.0
135,Catlow,101.0,1971,1971,Sam Wanamaker,1,Scot Finch,James Griffith,Louis L'Amour,Yul Brynner,Richard Crenna,Leonard Nimoy,Comedy,Western,,5.6,2,1,2,8,2,6.016,6.0,5.65,5.837,6.45,5.6,0.0,0.0,1.0
136,The Christian Licorice Store,90.0,1971,1971,James Frawley,1,Floyd Mutrux,,,Beau Bridges,Maud Adams,Gilbert Roland,Drama,Comedy,,5.4,4,4,5,2,2,6.459,5.975,5.8,5.95,5.95,6.275,0.0,1.0,0.0
137,Chrome and Hot Leather,91.0,1971,1971,Lee Frost,1,Michael Haynes,David Neibel,Don Tait,William Smith,Tony Young,Michael Haynes,Action,Drama,,5.2,4,1,4,2,1,6.077,5.05,5.125,5.25,5.2,5.2,3.0,0.0,0.0
138,A Clockwork Orange,136.0,1971,1971,Stanley Kubrick,1,Stanley Kubrick,Anthony Burgess,,Malcolm McDowell,Patrick Magee,Michael Bates,Crime,Sci-Fi,,8.3,4,3,4,1,1,6.499,8.1,6.875,8.3,8.3,8.0,0.0,0.0,0.0
139,Cold Turkey,99.0,1971,1971,Norman Lear,1,Norman Lear,William Price Fox,Margaret Rau,Dick Van Dyke,Pippa Scott,Tom Poston,Comedy,,,6.7,1,1,2,1,1,6.016,6.7,6.5,6.7,6.7,6.7,0.0,0.0,1.0
140,Cry Uncle!,87.0,1971,1971,John G. Avildsen,1,David Odell,Michael Brett,Allen Garfield,Jackson Beck,Pamela Gruen,Allen Garfield,Comedy,Crime,Mystery,5.1,14,3,1,1,6,6.016,6.15,5.1,5.1,6.15,5.9,0.0,0.0,3.0
141,Desperate Characters,97.0,1971,1971,Frank D. Gilroy,1,Paula Fox,Frank D. Gilroy,,Shirley MacLaine,Kenneth Mars,Sada Thompson,Drama,,,6.1,2,1,12,1,1,6.459,6.35,6.225,6.1,6.1,6.1,0.0,1.0,0.0
142,Diamonds Are Forever,1.0,1971,1971,Guy Hamilton,1,Richard Maibaum,Tom Mankiewicz,Ian Fleming,Sean Connery,Jill St. John,Charles Gray,Action,Adventure,Thriller,6.6,6,4,22,2,1,6.077,6.533,6.418,6.6,6.6,6.575,5.0,0.0,0.0
143,Dirty Harry,102.0,1971,1971,Don Siegel,1,Harry Julian Fink,Rita M. Fink,Dean Riesner,Clint Eastwood,Andrew Robinson,Harry Guardino,Action,Crime,Thriller,7.7,7,6,34,1,2,6.077,6.814,6.788,7.7,6.1,6.9,2.0,0.0,0.0
144,Doctors' Wives,101.0,1971,1971,George Schaefer,1,Frank Slaughter,Daniel Taradash,,Dyan Cannon,Richard Crenna,Gene Hackman,Drama,,,4.5,2,1,4,8,8,6.459,5.75,5.325,5.837,6.525,4.5,0.0,2.0,0.0
145,"Drive, He Said",95.0,1971,1971,Jack Nicholson,1,Jeremy Larner,Jack Nicholson,Terrence Malick,William Tepper,Karen Black,Michael Margotta,Comedy,Drama,Sport,5.8,3,2,1,8,2,6.016,6.067,5.8,5.975,5.7,6.4,0.0,0.0,2.0
146,Escape from the Planet of the Apes,98.0,1971,1971,Don Taylor,1,Paul Dehn,Pierre Boulle,,Roddy McDowall,Kim Hunter,Bradford Dillman,Action,Sci-Fi,,6.3,5,3,4,2,3,6.077,6.4,6.15,6.2,6.633,6.167,2.0,0.0,0.0
147,Fiddler on the Roof,181.0,1971,1971,Norman Jewison,1,Sholom Aleichem,Arnold Perl,Joseph Stein,Topol,Norma Crane,Leonard Frey,Drama,Family,Musical,8.0,13,1,1,1,1,6.459,6.8,8.0,8.0,8.0,8.0,0.0,4.0,0.0
148,Fools' Parade,98.0,1971,1971,Andrew V. McLaglen,1,Davis Grubb,James Lee Barrett,,James Stewart,George Kennedy,Anne Baxter,Comedy,Drama,Thriller,6.5,7,1,4,6,1,6.016,6.271,6.4,5.717,6.5,6.5,0.0,0.0,3.0
149,The French Connection,104.0,1971,1971,William Friedkin,1,Ernest Tidyman,Robin Moore,,Gene Hackman,Roy Scheider,Fernando Rey,Action,Crime,Drama,7.7,10,5,24,2,3,6.077,6.65,6.621,6.85,5.967,6.7,2.0,0.0,0.0
150,The Gang That Couldn't Shoot Straight,96.0,1971,1971,James Goldstone,1,Jimmy Breslin,Waldo Salt,,Jerry Orbach,Leigh Taylor-Young,Jo Van Fleet,Comedy,Crime,,4.9,7,1,1,1,1,6.016,5.929,4.9,4.9,4.9,4.9,0.0,0.0,1.0
151,The Gatling Gun,93.0,1971,1971,Robert Gordon,1,Joseph Van Winkle,Mark Hanna,,Guy Stockwell,Robert Fuller,BarBara Luna,Action,Drama,Western,4.9,1,1,1,2,1,6.077,4.9,4.9,5.55,4.9,4.9,1.0,0.0,0.0
152,Going Home,97.0,1971,1971,Herbert B. Leonard,1,Lawrence B. Marcus,,,Robert Mitchum,Brenda Vaccaro,Jan-Michael Vincent,Drama,,,6.0,1,2,7,3,1,6.459,6.0,6.4,5.433,6.0,6.55,0.0,1.0,0.0
153,The Grissom Gang,128.0,1971,1971,Robert Aldrich,1,Leon Griffiths,James Hadley Chase,,Kim Darby,Scott Wilson,Tony Musante,Crime,Drama,,6.8,7,1,1,2,1,6.499,6.686,6.8,6.85,6.8,6.8,0.0,0.0,0.0
154,A Gunfight,89.0,1971,1971,Lamont Johnson,1,Harold Jack Bloom,,,Kirk Douglas,Johnny Cash,Jane Alexander,Romance,Western,,6.4,7,1,8,1,4,5.962,5.914,5.85,6.4,6.675,6.4,0.0,0.0,0.0
155,Hannie Caulder,85.0,1971,1971,Burt Kennedy,1,Ian Quicke,Bob Richards,Peter Cooper,Raquel Welch,Robert Culp,Ernest Borgnine,Crime,Drama,Western,6.3,6,1,2,2,4,6.499,5.617,5.9,6.35,5.65,6.3,0.0,0.0,0.0
156,"Happy Birthday, Wanda June",105.0,1971,1971,Mark Robson,1,Kurt Vonnegut Jr.,,,Rod Steiger,Susannah York,George Grizzard,Comedy,Drama,,6.0,3,4,3,2,1,6.016,5.6,6.167,6.0,6.0,6.15,0.0,0.0,1.0
157,The Hard Ride,93.0,1971,1971,Burt Topper,1,Burt Topper,,,Robert Fuller,Sherry Bain,Tony Russel,Action,Drama,,5.4,1,1,1,1,1,6.077,5.4,5.4,5.4,5.4,5.4,1.0,0.0,0.0
158,Harold and Maude,91.0,1971,1971,Hal Ashby,1,Colin Higgins,,,Ruth Gordon,Bud Cort,Vivian Pickles,Comedy,Drama,Romance,7.9,9,3,1,1,1,6.016,6.644,7.9,7.9,7.9,7.2,0.0,0.0,6.0
159,The Hellstrom Chronicle,90.0,1971,1971,Walon Green,1,David Seltzer,,,Lawrence Pressman,Conlan Carter,Ian McShane,Documentary,Drama,,7.4,1,6,1,1,8,7.093,7.4,7.4,7.4,6.838,6.417,0.0,0.0,0.0
160,The Hired Hand,90.0,1971,1971,Peter Fonda,1,Alan Sharp,,,Peter Fonda,Warren Oates,Verna Bloom,Drama,Western,,7.0,3,6,11,6,2,6.459,5.9,6.173,6.6,7.35,6.817,0.0,1.0,0.0
161,The Hospital,103.0,1971,1971,Arthur Hiller,1,Paddy Chayefsky,,,George C. Scott,Diana Rigg,Barnard Hughes,Comedy,Drama,Mystery,7.2,18,3,15,2,2,6.016,6.133,6.48,6.4,6.75,7.4,0.0,0.0,10.0
162,How to Frame a Figg,103.0,1971,1971,Alan Rafkin,1,Don Knotts,Edward Montagne,George Tibbles,Don Knotts,Joe Flynn,Edward Andrews,Comedy,,,6.6,1,1,1,3,1,6.016,6.6,6.6,6.2,6.6,6.6,0.0,0.0,1.0
163,The Incredible 2-Headed Transplant,88.0,1971,1971,Anthony M. Lanza,1,James Gordon White,John Lawrence,Ross Massbaum,Bruce Dern,Pat Priest,Casey Kasem,Horror,Sci-Fi,,3.5,1,1,7,1,1,5.441,3.5,6.171,3.5,3.5,3.5,0.0,0.0,0.0
164,Jennifer on My Mind,90.0,1971,1971,Noel Black,1,Roger L. Simon,Erich Segal,,Michael Brandon,Tippy Walker,Steve Vinovich,Comedy,,,4.1,2,3,2,1,1,6.016,4.7,5.2,4.1,4.1,5.267,0.0,0.0,2.0
165,Johnny Got His Gun,111.0,1971,1971,Dalton Trumbo,1,Dalton Trumbo,Luis Buñuel,,Timothy Bottoms,Kathy Fields,Marsha Hunt,Drama,War,,7.9,1,1,6,1,1,6.459,7.9,6.9,7.9,7.9,7.9,0.0,1.0,0.0
166,Klute,114.0,1971,1971,Alan J. Pakula,1,Andy Lewis,David E. Lewis,,Jane Fonda,Donald Sutherland,Charles Cioffi,Crime,Mystery,Thriller,7.2,12,1,10,6,1,6.499,6.725,6.57,6.283,7.2,7.2,0.0,0.0,0.0
167,Kotch,113.0,1971,1971,Jack Lemmon,1,John Paxton,Katharine Topkins,,Walter Matthau,Deborah Winters,Felicia Farr,Comedy,Drama,,6.6,1,1,19,1,2,6.016,6.6,6.537,6.6,7.05,6.6,0.0,0.0,1.0
168,The Last Movie,108.0,1971,1971,Dennis Hopper,1,Dennis Hopper,Stewart Stern,,Julie Adams,Daniel Ades,Richmond L. Aguilar,Drama,,,6.2,6,1,1,1,1,6.459,6.15,6.2,6.2,6.2,6.2,0.0,2.0,0.0
169,The Last Picture Show,118.0,1971,1971,Peter Bogdanovich,1,Larry McMurtry,Peter Bogdanovich,,Timothy Bottoms,Jeff Bridges,Cybill Shepherd,Drama,Romance,,8.0,12,6,6,11,2,6.459,6.575,6.9,6.518,8.1,6.4,0.0,4.0,0.0
170,The Last Rebel,90.0,1971,1971,Larry G. Spangler,1,Warren Kiefer,Rea Redifer,,Joe Namath,Jack Elam,Woody Strode,Western,,,3.3,3,1,1,1,3,6.152,4.5,3.3,3.3,5.067,3.3,0.0,0.0,0.0
171,The Last Run,95.0,1971,1971,Richard Fleischer,1,Alan Sharp,,,George C. Scott,Tony Musante,Trish Van Devere,Action,Crime,Drama,6.5,15,6,15,1,2,6.077,6.12,6.48,6.5,6.45,6.817,8.0,0.0,0.0
172,Le Mans,106.0,1971,1971,Lee H. Katzin,1,Harry Kleiner,,,Steve McQueen,Siegfried Rauch,Elga Andersen,Action,Adventure,Drama,6.7,3,1,5,1,1,6.077,5.533,6.94,6.7,6.7,6.7,1.0,0.0,0.0
173,Let's Scare Jessica to Death,89.0,1971,1971,John D. Hancock,1,John D. Hancock,Lee Kalcheim,Sheridan Le Fanu,Zohra Lampert,Barton Heyman,Kevin O'Connor,Drama,Horror,Mystery,6.4,5,1,1,1,1,6.459,6.34,6.4,6.4,6.4,6.4,0.0,4.0,0.0
174,The Light at the Edge of the World,128.0,1971,1971,Kevin Billington,1,Tom Rowe,Jules Verne,Rachel Billington,Kirk Douglas,Yul Brynner,Samantha Eggar,Adventure,Drama,Fantasy,6.1,1,1,8,1,2,6.206,6.1,5.85,6.1,6.5,6.1,0.0,0.0,0.0
175,Little Murders,108.0,1971,1971,Alan Arkin,1,Jules Feiffer,,,Elliott Gould,Marcia Rodd,Vincent Gardenia,Comedy,Crime,,7.0,2,2,12,1,6,6.016,6.2,5.8,7.0,6.1,7.0,0.0,0.0,2.0
176,Man in the Wilderness,104.0,1971,1971,Richard C. Sarafian,1,Jack DeWitt,,,Richard Harris,John Huston,Henry Wilcoxon,Adventure,Drama,Western,6.8,8,5,6,4,2,6.206,5.825,6.267,6.125,6.15,6.06,0.0,0.0,0.0
177,The Marriage of a Young Stockbroker,95.0,1971,1971,Lawrence Turman,1,Lorenzo Semple Jr.,Charles Webb,,Richard Benjamin,Joanna Shimkus,Elizabeth Ashley,Comedy,,,6.1,1,3,6,1,3,6.016,6.1,6.133,6.1,5.733,6.4,0.0,0.0,1.0
178,McCabe & Mrs. Miller,1.0,1971,1971,Robert Altman,1,Edmund Naughton,Robert Altman,Brian McKay,Warren Beatty,Julie Christie,Rene Auberjonois,Drama,Western,,7.7,24,1,8,4,2,6.459,6.529,6.238,6.975,6.65,7.7,0.0,6.0,0.0
179,The Mephisto Waltz,115.0,1971,1971,Paul Wendkos,1,Ben Maddow,Fred Mustard Stewart,,Alan Alda,Jacqueline Bisset,Barbara Parkins,Horror,Mystery,Thriller,6.0,2,1,6,7,2,5.441,5.85,6.067,6.0,6.1,6.0,0.0,0.0,0.0
180,The Million Dollar Duck,89.0,1971,1971,Vincent McEveety,1,Ted Key,Roswell Rogers,,Dean Jones,Sandy Duncan,Joe Flynn,Comedy,Family,Sci-Fi,5.8,10,2,4,2,2,6.016,5.79,5.975,5.95,6.05,5.95,0.0,0.0,6.0
181,Minnie and Moskowitz,114.0,1971,1971,John Cassavetes,1,John Cassavetes,,,Gena Rowlands,Seymour Cassel,Val Avery,Comedy,Drama,Romance,7.3,6,6,8,3,1,6.016,7.65,7.412,6.8,7.3,7.35,0.0,0.0,2.0
182,Mrs. Pollifax-Spy,110.0,1971,1971,Leslie H. Martinson,1,Rosalind Russell,Dorothy Gilman,,Rosalind Russell,Darren McGavin,Nehemiah Persoff,Adventure,Comedy,,5.6,1,1,1,4,1,6.206,5.6,5.6,6.175,5.6,5.6,0.0,0.0,0.0
183,My Old Man's Place,93.0,1971,1971,Edwin Sherin,1,Stanford Whitmore,,,Arthur Kennedy,Mitchell Ryan,William Devane,Drama,War,,6.8,2,3,1,1,2,6.459,6.8,6.8,6.8,6.65,6.233,0.0,1.0,0.0
184,Necromania,86.0,1971,1971,Miguel Madrid,1,Miguel Madrid,,,Bill Curran,Catherine Ellison,John Clark,Horror,,,3.7,1,1,1,1,1,5.441,3.7,3.7,3.7,3.7,3.7,0.0,0.0,0.0
185,A New Leaf,102.0,1971,1971,Elaine May,0,Elaine May,Jack Ritchie,,Walter Matthau,Elaine May,Jack Weston,Comedy,Romance,,7.4,3,4,19,1,4,6.016,6.433,6.537,7.4,6.15,6.2,0.0,0.0,1.0
186,The Night God Screamed,85.0,1971,1971,Lee Madden,1,Gil Lasky,,,Jeanne Crain,Alex Nicol,Dan Spelling,Crime,Horror,,5.8,2,3,1,1,1,6.499,5.45,5.8,5.8,5.8,5.5,0.0,0.0,0.0
187,Night of Dark Shadows,95.0,1971,1971,Dan Curtis,1,Sam Hall,Dan Curtis,,David Selby,Grayson Hall,Kate Jackson,Drama,Horror,Mystery,5.6,4,2,1,2,1,6.459,6.0,5.6,6.0,5.6,6.0,0.0,2.0,0.0
188,Octaman,79.0,1971,1971,Harry Essex,1,Harry Essex,,,Pier Angeli,Kerwin Mathews,Jeff Morrow,Sci-Fi,Horror,,3.5,1,1,1,1,1,5.162,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0
189,The Omega Man,98.0,1971,1971,Boris Sagal,1,John William Corrington,Joyce Hooper Corrington,Richard Matheson,Charlton Heston,Anthony Zerbe,Rosalind Cash,Action,Drama,Sci-Fi,6.5,1,3,11,2,1,6.077,6.5,6.191,6.65,6.5,5.933,1.0,0.0,0.0
190,One More Train to Rob,108.0,1971,1971,Andrew V. McLaglen,1,William Roberts,Don Tait,Dick Nelson,George Peppard,Diana Muldaur,John Vernon,Comedy,Western,,5.8,7,2,5,2,2,6.016,6.271,5.8,6.35,5.65,6.05,0.0,0.0,3.0
191,The Organization,106.0,1971,1971,Don Medford,1,James R. Webb,John Ball,,Sidney Poitier,Barbara McNair,Gerald S. O'Loughlin,Action,Crime,Drama,6.0,1,1,10,1,1,6.077,6.0,6.41,6.0,6.0,6.0,1.0,0.0,0.0
192,The Panic in Needle Park,110.0,1971,1971,Jerry Schatzberg,1,James Mills,Joan Didion,John Gregory Dunne,Al Pacino,Kitty Winn,Alan Vint,Drama,,,7.1,7,1,25,1,1,6.459,6.471,7.228,7.1,7.1,7.1,0.0,5.0,0.0
193,Pink Narcissus,65.0,1971,1971,James Bidgood,1,James Bidgood,,,Don Brooks,Bobby Kendall,Charles Ludlam,Drama,Fantasy,,6.7,1,1,1,1,1,6.459,6.7,6.7,6.7,6.7,6.7,0.0,1.0,0.0
194,Play Misty for Me,102.0,1971,1971,Clint Eastwood,1,Jo Heims,Dean Riesner,,Clint Eastwood,Jessica Walter,Donna Mills,Drama,Thriller,,7.0,34,3,34,1,2,6.459,6.956,6.788,7.0,6.6,6.867,0.0,9.0,0.0
195,Plaza Suite,114.0,1971,1971,Arthur Hiller,1,Neil Simon,,,Walter Matthau,Maureen Stapleton,Barbara Harris,Comedy,Drama,Romance,6.5,18,18,19,1,2,6.016,6.133,6.537,6.5,6.65,6.461,0.0,0.0,10.0
196,Pretty Maids All in a Row,91.0,1971,1971,Roger Vadim,1,Gene Roddenberry,Francis Pollini,,Rock Hudson,Angie Dickinson,Telly Savalas,Comedy,Crime,Mystery,6.2,1,11,4,3,3,6.016,6.2,5.75,6.033,5.567,6.727,0.0,0.0,1.0
197,Private Duty Nurses,80.0,1971,1971,George Armitage,1,George Armitage,,,Katherine Cannon,Joyce Williams,Pegi Boucher,Thriller,,,4.6,5,5,1,1,1,5.189,5.68,4.6,4.6,4.6,4.7,0.0,0.0,0.0
198,Punishment Park,91.0,1971,1971,Peter Watkins,1,Peter Watkins,,,Patrick Boland,Kent Foreman,Carmen Argenziano,Drama,Thriller,,7.8,1,1,1,1,1,6.459,7.8,7.8,7.8,7.8,7.8,0.0,1.0,0.0
199,Raid on Rommel,99.0,1971,1971,Henry Hathaway,1,Richard M. Bluel,,,Richard Burton,John Colicos,Clinton Greyn,Drama,War,,5.6,3,1,4,1,1,6.459,5.767,5.55,5.6,5.6,5.6,0.0,1.0,0.0
200,Red Sky at Morning,112.0,1971,1971,James Goldstone,1,Richard Bradford,Marguerite Roberts,,Richard Thomas,Catherine Burns,Desi Arnaz Jr.,Drama,,,6.9,7,1,2,1,1,6.459,5.929,6.6,6.9,6.9,6.9,0.0,2.0,0.0
201,The Resurrection of Zachary Wheeler,100.0,1971,1971,Bob Wynn,1,Jay Simms,Tom Rolf,,Leslie Nielsen,Bradford Dillman,James Daly,Mystery,Sci-Fi,Thriller,5.5,1,1,8,1,1,6.362,5.5,6.1,5.5,5.5,5.5,0.0,0.0,0.0
