,name,year,idbm_year,length,director_1,gender_director,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
29,"Count Yorga, Vampire",1970,1970,1h 33m,Bob Kelljan,1,Bob Kelljan,,,Robert Quarry,Roger Perry,Michael Murphy,Drama,Fantasy,Horror,5.8
30,Darker than Amber,1970,1970,1h 36m,Robert Clouse,1,John D. MacDonald,Ed Waters,,Rod Taylor,Theodore Bikel,Suzy Kendall,Action,Drama,Mystery,6.2
31,Darling Lili,1970,1970,2h 16m,Blake Edwards,1,Blake Edwards,William Peter Blatty,,Julie Andrews,Rock Hudson,Jeremy Kemp,Comedy,Drama,Musical,6.1
32,The Delta Factor,1970,1970,1h 31m,Tay Garnett,1,Tay Garnett,Mickey Spillane,Raoul Walsh,Yvette Mimieux,Christopher George,Diane McBain,Adventure,Crime,Drama,4.0
33,Diary of a Mad Housewife,1970,1970,1h 35m,Frank Perry,1,Eleanor Perry,Sue Kaufman,,Richard Benjamin,Frank Langella,Carrie Snodgress,Comedy,Drama,,7.0
34,Dirty Dingus Magee,1970,1970,1h 31m,Burt Kennedy,1,David Markson,Tom Waldman,Frank Waldman,Frank Sinatra,George Kennedy,Anne Jackson,Comedy,Romance,Western,5.2
35,The Dunwich Horror,1970,1970,1h 30m,Daniel Haller,1,Curtis Hanson,Henry Rosenbaum,Ronald Silkosky,Sandra Dee,Dean Stockwell,Ed Begley,Horror,,,5.4
36,El Condor,1970,,TV-PGTV-PG,,1,,,,,,,Action,Crime,Mystery,6.8
37,Elvis: That's the Way It Is,1970,1970,1h 37m,,1,,,,,,,Documentary,Music,,8.0
38,End of the Road,1970,2022,,Millicent Shelton,0,David Loughery,Christopher J. Moore,,Queen Latifah,Beau Bridges,Ludacris,Drama,Mystery,Thriller,
39,Equinox,1970,,TV-MATV-MA,,1,,,,,,,Drama,Fantasy,Mystery,6.1
40,Five Easy Pieces,1970,1970,1h 38m,Bob Rafelson,1,Carole Eastman,Bob Rafelson,,Jack Nicholson,Karen Black,Billy Green Bush,Drama,,,7.4
41,Flesh Feast,1970,1970,1h 12m,Brad F. Grinter,1,Thomas Casey,Brad F. Grinter,,Veronica Lake,Phil Philbin,Doug Foster,Fantasy,Horror,Mystery,2.6
42,Fools,1970,1970,1h 33m,Tom Gries,1,Robert Rudelson,,,Jason Robards,Katharine Ross,Scott Hylands,Drama,,,5.2
43,Gas-s-s-s,1970,1970,1h 18m,Roger Corman,1,George Armitage,,,Bob Corff,Elaine Giftos,Bud Cort,Comedy,Drama,Sci-Fi,4.2
44,Getting Straight,1970,1970,2h 4m,Richard Rush,1,Robert Kaufman,Ken Kolb,,Elliott Gould,Candice Bergen,Robert F. Lyons,Comedy,Drama,Romance,6.3
45,Gimme Shelter,1970,1970,1h 31m,,1,,,,,,,Documentary,Music,Thriller,7.8
46,The Grasshopper,1970,1970,1h 38m,Jerry Paris,1,Mark McShane,Jerry Belson,Garry Marshall,Jacqueline Bisset,Jim Brown,Joseph Cotten,Drama,Romance,,5.7
47,The Great White Hope,1970,1970,1h 43m,Martin Ritt,1,Howard Sackler,,,James Earl Jones,Jane Alexander,Lou Gilbert,Drama,Romance,Sport,6.9
48,Halls of Anger,1970,1970,1h 36m,Paul Bogart,1,John Herman Shaner,Al Ramrus,,Calvin Lockhart,Janet MacLachlan,Jeff Bridges,Drama,,,5.9
49,The Hawaiians,1970,1970,2h 14m,Tom Gries,1,James A. Michener,James R. Webb,,Charlton Heston,Tina Chen,Geraldine Chaplin,Adventure,Drama,,6.2
50,Hercules in New York,1970,1970,1h 32m,Arthur Allan Seidelman,1,Aubrey Wisberg,,,Arnold Stang,Arnold Schwarzenegger,Deborah Loomis,Adventure,Comedy,Fantasy,3.3
51,"Hi, Mom!",1970,1970,1h 27m,Brian De Palma,1,Brian De Palma,Charles Hirsch,,Robert De Niro,Allen Garfield,Lara Parker,Comedy,Drama,,6.2
52,The Honeymoon Killers,1970,1970,1h 47m,Leonard Kastle,1,Leonard Kastle,,,Shirley Stoler,Tony Lo Bianco,Mary Jane Higby,Crime,Drama,Romance,7.0
53,Hornets' Nest,1970,1970,1h 50m,Phil Karlson,1,S.S. Schweitzer,Stanley Colbert,,Rock Hudson,Sylva Koscina,Sergio Fantoni,Action,Drama,War,5.8
54,House of Dark Shadows,1970,1970,1h 37m,Dan Curtis,1,Sam Hall,Gordon Russell,,Jonathan Frid,Grayson Hall,Kathryn Leigh Scott,Drama,Fantasy,Horror,6.4
55,How Do I Love Thee?,1970,1970,1h 50m,Michael Gordon,1,Peter De Vries,Everett Freeman,Karl Tunberg,Jackie Gleason,Maureen O'Hara,Shelley Winters,Comedy,Drama,,5.3
56,Husbands,1970,1970,2h 34m,John Cassavetes,1,John Cassavetes,,,Ben Gazzara,Peter Falk,John Cassavetes,Comedy,Drama,,7.3
57,I Love My Wife,1970,1970,1h 38m,Mel Stuart,1,Robert Kaufman,,,Elliott Gould,Brenda Vaccaro,Angel Tompkins,Comedy,,,5.0
58,I Never Sang for My Father,1970,1970,1h 32m,Gilbert Cates,1,Robert Anderson,,,Melvyn Douglas,Gene Hackman,Dorothy Stickney,Drama,Music,,7.5
59,I Walk the Line,1970,1970,1h 37m,John Frankenheimer,1,Alvin Sargent,Madison Jones,,Gregory Peck,Tuesday Weld,Estelle Parsons,Drama,,,6.6
60,The Invincible Six,1970,1970,,Jean Negulesco,1,Michael Barrett,Guy Elmes,Chester Erskine,Stuart Whitman,Elke Sommer,Curd Jürgens,Action,Adventure,,5.6
61,Jenny,1970,,,,1,,,,,,,,,,
62,Joe,1970,,,,1,,,,,,,,,,
63,Kelly's Heroes,1970,1970,2h 24m,Brian G. Hutton,1,Troy Kennedy-Martin,,,Clint Eastwood,Telly Savalas,Don Rickles,Adventure,Comedy,War,7.6
64,King: A Filmed Record... Montgomery to Memphis,1970,1970,,Sidney Lumet,1,Mitchell Grayson,Ely A. Landau,,Paul Newman,Joanne Woodward,Ruby Dee,Documentary,Biography,History,7.6
65,The Kremlin Letter,1970,1970,2h,John Huston,1,Noel Behn,John Huston,Gladys Hill,Bibi Andersson,Richard Boone,Nigel Green,Crime,Drama,Thriller,6.3
66,The Lady in the Car with Glasses and a Gun,1970,1970,1h 45m,Anatole Litvak,1,Sébastien Japrisot,Anatole Litvak,Richard Harris,Samantha Eggar,Oliver Reed,Stéphane Audran,Drama,,,6.1
67,The Landlord,1970,2015,1h 27m,Victor Zarcoff,1,Victor Zarcoff,,,Neville Archambault,Sean Carrigan,PJ McCabe,Crime,Drama,Horror,5.1
68,Land Raiders,1970,1969,1h 41m,Nathan Juran,1,Jesse Lasky Jr.,Ken Pettus,Pat Silver,Telly Savalas,George Maharis,Arlene Dahl,Action,Western,,5.3
69,The Last Escape,1970,1975,1h 30m,Richard Compton,1,Richard Compton,,,Nick Nolte,Don Johnson,Robin Mattson,Drama,,,5.6
70,Last of the Mobile Hot Shots,1970,1970,1h 40m,Sidney Lumet,1,Tennessee Williams,Gore Vidal,,James Coburn,Lynn Redgrave,Robert Hooks,Drama,,,5.2
71,The Last Warrior,1970,2017,1h 54m,Dmitriy Dyachenko,1,Pavel Danilov,Vasiliy Kutsenko,Vitaliy Shlyappo,Viktor Khorinyak,Mila Sivatskaya,Ekaterina Vilkova,Action,Adventure,Comedy,6.5
72,The Lawyer,1970,,45m,,1,,,,,,,Crime,Drama,Mystery,7.0
73,The Liberation of L.B. Jones,1970,1970,1h 42m,William Wyler,1,Jesse Hill Ford,Stirling Silliphant,,Lee J. Cobb,Anthony Zerbe,Roscoe Lee Browne,Crime,Drama,Romance,6.8
74,Little Big Man,1970,1970,2h 19m,Arthur Penn,1,Thomas Berger,Calder Willingham,,Dustin Hoffman,Faye Dunaway,Chief Dan George,Adventure,Comedy,Drama,7.6
75,Little Fauss and Big Halsy,1970,1970,1h 39m,Sidney J. Furie,1,Charles Eastman,,,Robert Redford,Michael J. Pollard,Lauren Hutton,Drama,,,5.9
76,Love Story,1970,1970,1h 40m,Arthur Hiller,1,Erich Segal,,,Ali MacGraw,Ryan O'Neal,John Marley,Drama,Romance,,6.9
77,Lovers and Other Strangers,1970,1970,1h 44m,Cy Howard,1,Joseph Bologna,Renée Taylor,David Zelag Goodman,Gig Young,Bea Arthur,Bonnie Bedelia,Comedy,,,6.6
78,Loving,1970,2017,,Esteban Crespo,1,Esteban Crespo,Mario Fernandez Alonso,,María Pedraza,Pol Monen,Natalia Tena,Drama,Romance,,5.2
79,The Man from O.R.G.Y.,1970,1970,1h 32m,James Hill,1,Ted Mark,,,Robert Walker Jr.,Steve Rossi,Slappy White,Comedy,Crime,,3.9
80,M*A*S*H,1970,,TV-PGTV-PG,,1,,,,,,,Comedy,Drama,War,8.4
81,Macho Callahan,1970,1970,1h 39m,Bernard L. Kowalski,1,Richard Carr,Cliff Gould,,David Janssen,Jean Seberg,Lee J. Cobb,Western,,,5.3
82,Maidstone,1970,1970,,Norman Mailer,1,Norman Mailer,,,Norman Mailer,Rip Torn,Paul Austin,Drama,,,4.9
83,A Man Called Horse,1970,1970,1h 54m,Elliot Silverstein,1,Jack DeWitt,Dorothy M. Johnson,Gregory Crosby,Richard Harris,Judith Anderson,Jean Gascon,Adventure,Drama,Western,6.9
84,The McMasters,1970,1970,1h 30m,Alf Kjellin,1,Harold Jacob Smith,,,Burl Ives,Brock Peters,David Carradine,Action,Drama,Western,6.0
85,The Molly Maguires,1970,1970,2h 4m,Martin Ritt,1,Arthur H. Lewis,Walter Bernstein,,Sean Connery,Richard Harris,Samantha Eggar,Drama,History,,6.9
86,Monte Walsh,1970,,TV-14TV-14,Simon Wincer,1,Michael Brandman,Robert B. Parker,David Zelag Goodman,Tom Selleck,Isabella Rossellini,Keith Carradine,Romance,Western,,7.1
87,The Moonshine War,1970,1970,1h 40m,Richard Quine,1,Elmore Leonard,,,Patrick McGoohan,Richard Widmark,Alan Alda,Comedy,Crime,Drama,5.9
88,Move,1970,1970,1h 30m,Stuart Rosenberg,1,Joel Lieber,Stan Hart,,Elliott Gould,Paula Prentiss,Geneviève Waïte,Comedy,Fantasy,,5.1
89,"My Lover, My Son",1970,1970,1h 36m,John Newland,1,Edward Grierson,Jenni Hall,William Marchant,Romy Schneider,Donald Houston,Dennis Waterman,Drama,,,5.1
90,Myra Breckinridge,1970,1970,1h 34m,Michael Sarne,1,Gore Vidal,Michael Sarne,David Giler,Mae West,John Huston,Raquel Welch,Comedy,,,4.5
91,Nam's Angels,1970,1970,1h 35m,Jack Starrett,1,Alan Caillou,,,William Smith,Bernie Hamilton,Adam Roarke,Action,Drama,Thriller,5.4
92,No Blade of Grass,1970,1970,1h 36m,Cornel Wilde,1,Sean Forestal,Cornel Wilde,John Christopher,Nigel Davenport,Jean Wallace,John Hamill,Drama,Sci-Fi,,5.9
93,Norwood,1970,1970,1h 36m,Jack Haley Jr.,1,Charles Portis,Marguerite Roberts,,Glen Campbell,Kim Darby,Joe Namath,Comedy,,,5.4
94,On a Clear Day You Can See Forever,1970,1970,2h 9m,Vincente Minnelli,1,Alan Jay Lerner,,,Barbra Streisand,Yves Montand,Bob Newhart,Comedy,Drama,Fantasy,6.4
95,One More Time,1970,2015,1h 38m,Robert Edwards,1,Robert Edwards,,,Christopher Walken,Amber Heard,Kelli Garner,Comedy,Drama,Music,4.9
96,The Only Game in Town,1970,1970,1h 53m,George Stevens,1,Frank D. Gilroy,,,Elizabeth Taylor,Warren Beatty,Charles Braswell,Comedy,Drama,Romance,5.8
97,The Out-of-Towners,1970,1999,1h 30m,Sam Weisman,1,Neil Simon,Marc Lawrence,,Steve Martin,Goldie Hawn,John Cleese,Comedy,,,5.5
98,The Owl and the Pussycat,1970,1970,1h 35m,Herbert Ross,1,Bill Manhoff,Buck Henry,,Barbra Streisand,George Segal,Robert Klein,Comedy,Romance,,6.5
99,Patton,1970,1970,2h 52m,Franklin J. Schaffner,1,Francis Ford Coppola,Edmund H. North,Ladislas Farago,George C. Scott,Karl Malden,Stephen Young,Biography,Drama,War,7.9
100,The People Next Door,1970,1970,1h 33m,David Greene,1,J.P. Miller,,,Eli Wallach,Julie Harris,Deborah Winters,Drama,,,6.4
101,The Phantom Tollbooth,1970,1970,1h 30m,Chuck Jones,1,Chuck Jones,Sam Rosen,Norton Juster,Butch Patrick,Hans Conried,Mel Blanc,Animation,Adventure,Comedy,6.9
102,The Phynx,1970,1970,1h 21m,Lee H. Katzin,1,Bob Booker,George Foster,Stan Cornyn,Michael A. Miller,Ray Chippeway,Dennis Larden,Comedy,Music,,4.6
103,Pieces of Dreams,1970,1970,1h 40m,Daniel Haller,1,William E. Barrett,Roger O. Hirson,John McCollam,Robert Forster,Lauren Hutton,Will Geer,Drama,,,5.0
104,Pigeons,1970,1970,1h 17m,Andy Milligan,1,Andy Milligan,,,Julie Shaw,Berwick Kaler,Elaine Shore,Drama,,,5.8
105,Promise at Dawn,1970,2017,,Eric Barbier,1,Eric Barbier,Marie Eynard,Romain Gary,Pierre Niney,Charlotte Gainsbourg,Didier Bourdon,Biography,Drama,Romance,7.2
106,Pufnstuf,1970,1970,1h 38m,Hollingsworth Morse,1,John Fenton Murray,Si Rose,,Jack Wild,Billie Hayes,Martha Raye,Adventure,Comedy,Family,6.7
107,"Pussycat, Pussycat, I Love You",1970,1970,1h 40m,Rod Amateau,1,Rod Amateau,Woody Allen,,Ian McShane,Anna Calder-Marshall,John Gavin,Comedy,,,4.5
108,Puzzle of a Downfall Child,1970,1970,1h 45m,Jerry Schatzberg,1,Jerry Schatzberg,Carole Eastman,,Faye Dunaway,Barry Primus,Viveca Lindfors,Drama,,,6.6
109,R. P. M.,1970,,,,1,,,,,,,Documentary,,,
110,"Rabbit, Run",1970,1970,1h 34m,Jack Smight,1,John Updike,Howard B. Kreitsek,,James Caan,Anjanette Comer,Carrie Snodgress,Drama,,,5.5
111,The Rebel Rousers,1970,1970,1h 18m,Martin B. Cohen,1,Martin B. Cohen,Michael Kars,Abe Polsky,Cameron Mitchell,Bruce Dern,Diane Ladd,Crime,Drama,,4.1
112,The Revolutionary,1970,1971,,Giannis Dalianidis,1,Giannis Dalianidis,Grigorios Xenopoulos,,Kostas Prekas,Betty Livanou,Dionysis Papagiannopoulos,Drama,,,5.4
113,Rio Lobo,1970,1970,1h 54m,Howard Hawks,1,Burton Wohl,Leigh Brackett,,John Wayne,Jorge Rivero,Jennifer O'Neill,War,Western,,6.8
114,Ritual of Evil,1970,,1h 38m,Robert Day,1,Robert Presnell Jr.,Richard Alan Simmons,,Louis Jourdan,Anne Baxter,Diana Hyland,Drama,Horror,,5.6
115,Savage Intruder,1970,1970,1h 40m,Donald Wolfe,1,Donald Wolfe,,,Miriam Hopkins,David Garfield,Gale Sondergaard,Horror,Thriller,,5.6
116,Skullduggery,1970,1970,1h 45m,Gordon Douglas,1,Nelson Gidding,Vercors,,Burt Reynolds,Susan Clark,Roger C. Carmel,Adventure,,,4.6
117,Soldier Blue,1970,1970,1h 55m,Ralph Nelson,1,Theodore V. Olsen,John Gay,,Candice Bergen,Peter Strauss,Donald Pleasence,Western,,,6.9
118,Something for Everyone,1970,1970,1h 52m,Harold Prince,1,Harry Kressing,Hugh Wheeler,,Angela Lansbury,Michael York,Anthony Higgins,Comedy,Crime,Drama,7.2
119,Song of Norway,1970,1970,2h 18m,Andrew L. Stone,1,Homer Curran,Milton Lazarus,Andrew L. Stone,Florence Henderson,Toralv Maurstad,Christina Schollin,Biography,Drama,Musical,4.1
120,Start the Revolution Without Me,1970,1970,1h 30m,Bud Yorkin,1,Fred Freeman,Lawrence J. Cohen,,Gene Wilder,Donald Sutherland,Hugh Griffith,Comedy,History,,6.5
121,The Strawberry Statement,1970,1970,1h 49m,Stuart Hagmann,1,James Kunen,Israel Horovitz,,Bruce Davison,Kim Darby,Bud Cort,Drama,Romance,,6.7
122,Street Scenes,1970,1970,,,1,,,,,,,Documentary,,,6.5
123,Sunflower,1970,,36m,,1,,,,,,,Comedy,Crime,,7.5
124,Suppose They Gave a War and Nobody Came,1970,1970,1h 53m,Hy Averback,1,Hal Captain,Don McGuire,,Brian Keith,Tony Curtis,Ernest Borgnine,Comedy,Drama,,5.5
125,"Tell Me That You Love Me, Junie Moon",1970,1970,1h 53m,Otto Preminger,1,Marjorie Kellogg,,,Liza Minnelli,Ken Howard,Robert Moore,Comedy,Drama,Romance,6.1
126,There Was a Crooked Man...,1970,1970,2h 6m,Joseph L. Mankiewicz,1,David Newman,Robert Benton,,Kirk Douglas,Henry Fonda,Hume Cronyn,Comedy,Western,,6.9
127,They Call Me MISTER Tibbs!,1970,1970,1h 48m,Gordon Douglas,1,Alan Trustman,James R. Webb,John Ball,Sidney Poitier,Martin Landau,Barbara McNair,Crime,Drama,Mystery,6.1
128,...tick...tick...tick...,1970,1970,1h 40m,Ralph Nelson,1,James Lee Barrett,,,Jim Brown,George Kennedy,Fredric March,Drama,Action,,6.7
129,Tiger by the Tail,1970,1970,1h 39m,R.G. Springsteen,1,Charles A. Wallace,,,Christopher George,Tippi Hedren,Dean Jagger,Drama,Thriller,,5.7
130,Togetherness,1970,,TV-MATV-MA,,1,,,,,,,Comedy,Drama,Romance,7.5
131,Too Late the Hero,1970,1970,2h 25m,Robert Aldrich,1,Robert Aldrich,Robert Sherman,Lukas Heller,Michael Caine,Cliff Robertson,Ian Bannen,Action,Drama,War,6.7
132,Tora! Tora! Tora!,1970,1970,2h 24m,Richard Fleischer,1,Larry Forrester,Hideo Oguni,Ryûzô Kikushima,Martin Balsam,Sô Yamamura,Jason Robards,Action,Drama,History,7.5
133,Trash,1970,2020,,Francesco Dafano,1,Francesco Dafano,Andrea Nobile,,Rossy de Palma,Dave Willis,Marc Thompson,Animation,Adventure,Comedy,5.9
134,The Traveling Executioner,1970,1970,1h 35m,Jack Smight,1,Garrie Bateson,,,Stacy Keach,Marianna Hill,Bud Cort,Comedy,Drama,Western,6.3
135,The Twelve Chairs,1970,1970,1h 34m,Mel Brooks,1,Ilya Ilf,Yevgeni Petrov,Elizabeth Hill,Mel Brooks,Ron Moody,Frank Langella,Comedy,,,6.5
136,Two Mules for Sister Sara,1970,1970,1h 56m,Don Siegel,1,Budd Boetticher,Albert Maltz,,Clint Eastwood,Shirley MacLaine,Manolo Fábregas,Adventure,Romance,War,7.0
137,Up in the Cellar,1970,1970,1h 34m,Theodore J. Flicker,1,Angus Hall,Theodore J. Flicker,,Wes Stern,Joan Collins,Larry Hagman,Comedy,Romance,,5.1
138,WUSA,1970,1970,1h 55m,Stuart Rosenberg,1,Robert Stone,,,Paul Newman,Joanne Woodward,Anthony Perkins,Drama,Romance,,5.5
139,A Walk in the Spring Rain,1970,1970,1h 38m,Guy Green,1,Rachel Maddux,Stirling Silliphant,,Ingrid Bergman,Anthony Quinn,Fritz Weaver,Drama,Romance,,6.1
140,Watermelon Man,1970,1970,1h 40m,Melvin Van Peebles,1,Herman Raucher,,,Godfrey Cambridge,Estelle Parsons,Howard Caine,Comedy,,,6.6
141,The Way We Live Now,1970,,TV-14TV-14,,1,,,,,,,Drama,Romance,,7.6
142,What Do You Say to a Naked Lady?,1970,1970,1h 25m,Allen Funt,1,Allen Funt,,,Joie Addison,Laura Huston,Martin Meyers,Documentary,Comedy,,5.8
143,Where's Poppa?,1970,1970,1h 22m,Carl Reiner,1,Robert Klane,,,George Segal,Ruth Gordon,Ron Leibman,Comedy,,,6.5
144,Which Way to the Front?,1970,1970,1h 36m,Jerry Lewis,1,Gerald Gardner,Dee Caruso,Dick Miller,Jerry Lewis,Jan Murray,John Wood,Comedy,War,,4.7
145,The Wild Country,1970,1970,1h 40m,Robert Totten,1,Calvin Clements Jr.,Paul Savage,Ralph Moody,Steve Forrest,Vera Miles,Ron Howard,Action,Adventure,Comedy,6.3
146,Woodstock,1970,1970,3h 4m,,1,,,,,,,Documentary,History,Music,8.2
147,The Yin and the Yang of Mr. Go,1970,1970,1h 29m,Burgess Meredith,1,Burgess Meredith,Joseph Zucchero,Alvin Ostroff,James Mason,Jack MacGowran,Irene Tsu,Fantasy,Mystery,Thriller,3.4
148,You Can't Win 'Em All,1970,1970,1h 37m,Peter Collinson,1,Leo Gordon,,,Tony Curtis,Charles Bronson,Michèle Mercier,Action,Adventure,Comedy,5.8
149,Zabriskie Point,1970,1970,1h 53m,Michelangelo Antonioni,1,Michelangelo Antonioni,Franco Rossetti,Sam Shepard,Mark Frechette,Daria Halprin,Paul Fix,Drama,,,7.0
150,Zig Zag,1970,1997,1h 58m,Jeb Stuart,1,Jeb Stuart,,,Danny Glover,Dennis Quaid,Claudia Stedelin,Crime,Mystery,Thriller,6.4
151,200 Motels,1971,1971,1h 38m,Tony Palmer,1,Frank Zappa,Tony Palmer,Mark Volman,Mark Volman,Howard Kaylan,Ian Underwood,Comedy,Fantasy,Music,5.8
152,The Anderson Tapes,1971,1971,1h 39m,Sidney Lumet,1,Lawrence Sanders,Frank Pierson,,Sean Connery,Dyan Cannon,Martin Balsam,Action,Crime,Thriller,6.4
153,The Andromeda Strain,1971,1971,2h 11m,Robert Wise,1,Michael Crichton,Nelson Gidding,,James Olson,Arthur Hill,David Wayne,Mystery,Sci-Fi,Thriller,7.2
154,Bananas,1971,1971,1h 22m,Woody Allen,1,Woody Allen,Mickey Rose,,Woody Allen,Louise Lasser,Carlos Montalbán,Comedy,,,7.0
155,The Barefoot Executive,1971,1971,1h 36m,Robert Butler,1,Joseph L. McEveety,Lila Garrett,Bernie Kahn,Kurt Russell,Joe Flynn,Harry Morgan,Comedy,Family,,6.0
156,The Battle of Love's Return,1971,1971,1h 22m,Lloyd Kaufman,1,Lloyd Kaufman,,,Lloyd Kaufman,Lynn Lowry,Stanley Kaufman,Comedy,,,4.0
157,Bedknobs and Broomsticks,1971,1971,1h 57m,Robert Stevenson,1,Ralph Wright,Ted Berman,Bill Walsh,Angela Lansbury,David Tomlinson,Roddy McDowall,Animation,Adventure,Comedy,7.1
158,Been Down So Long It Looks Like Up to Me,1971,1971,1h 30m,Jeffrey Young,1,Richard Farina,Robert Schlitt,,Barry Primus,David Downing,Susan Tyrrell,Drama,,,5.5
159,The Beguiled,1971,2017,1h 33m,Sofia Coppola,0,Sofia Coppola,Thomas Cullinan,Albert Maltz,Nicole Kidman,Kirsten Dunst,Elle Fanning,Drama,Thriller,War,6.3
160,Believe in Me,1971,2006,2h 11m,Robert Collector,1,Robert Collector,Harold Keith,,Jeffrey Donovan,Samantha Mathis,Doris Hargrave,Drama,Sport,,7.1
161,The Big Doll House,1971,1971,1h 35m,Jack Hill,1,Don Spencer,,,Roberta Collins,Pam Grier,Judith Brown,Action,Drama,Thriller,5.9
162,Big Jake,1971,1971,1h 50m,George Sherman,1,Harry Julian Fink,Rita M. Fink,,John Wayne,Richard Boone,Maureen O'Hara,Western,,,7.1
163,Billy Jack,1971,1971,1h 54m,Tom Laughlin,1,Tom Laughlin,Delores Taylor,,Tom Laughlin,Delores Taylor,Clark Howat,Action,Drama,Western,6.2
164,Black Noon,1971,,Not RatedNot Rated,Bernard L. Kowalski,1,Andrew J. Fenady,,,Roy Thinnes,Yvette Mimieux,Ray Milland,Horror,Western,,5.9
165,Bless the Beasts and Children,1971,1971,1h 49m,Stanley Kramer,1,Glendon Swarthout,Mac Benoff,,Bill Mumy,Barry Robins,Miles Chapin,Comedy,Drama,,6.7
166,Blood and Lace,1971,1971,1h 27m,Philip S. Gilbert,1,Gil Lasky,,,Gloria Grahame,Melody Patterson,Milton Selzer,Horror,,,5.5
167,Blood Thirst,1971,,PGPG,,1,,,,,,,Horror,,,6.8
168,Born to Win,1971,1971,1h 28m,Ivan Passer,1,David Scott Milton,Ivan Passer,,George Segal,Paula Prentiss,Karen Black,Comedy,Crime,Drama,5.6
169,Boys in the Sand,1971,2020,2h 1m,Joe Mantello,1,Mart Crowley,Ned Martel,,Jim Parsons,Zachary Quinto,Matt Bomer,Drama,,,6.8
170,The Boy Friend,1971,1971,2h 17m,Ken Russell,1,Ken Russell,Sandy Wilson,,Twiggy,Christopher Gable,Max Adrian,Comedy,Musical,Romance,6.9
171,Brian's Song,1971,,GG,Buzz Kulik,1,William Blinn,Gale Sayers,Al Silverman,James Caan,Billy Dee Williams,Jack Warden,Biography,Drama,Sport,7.6
172,The Bridge in the Jungle,1971,1970,1h 27m,Pancho Kohner,1,B. Traven,Pancho Kohner,,John Huston,Charles Robinson,Katy Jurado,Adventure,Drama,,5.2
173,Brother John,1971,1971,1h 35m,James Goldstone,1,Ernest Kinoy,,,Sidney Poitier,Will Geer,Bradford Dillman,Drama,Sci-Fi,,6.5
174,B.S. I Love You,1971,1971,1h 39m,Steven Hilliard Stern,1,Steven Hilliard Stern,,,Peter Kastner,JoAnna Cameron,Louise Sorel,Comedy,Romance,,4.0
175,Bunny O'Hare,1971,1971,1h 31m,Gerd Oswald,1,Stanley Z. Cherry,Coslough Johnson,,Bette Davis,Ernest Borgnine,Jack Cassidy,Comedy,,,6.1
176,Cain's Cutthroats,1971,1970,1h 35m,Ken Osborne,1,Wilton Denmark,Ralph Luce,Ken Osborne,John Carradine,Scott Brady,Robert Dix,Action,Comedy,Drama,5.1
177,Carnal Knowledge,1971,1971,1h 38m,Mike Nichols,1,Jules Feiffer,,,Jack Nicholson,Candice Bergen,Art Garfunkel,Drama,,,7.0
178,Chandler,1971,1971,1h 25m,Paul Magwood,1,Paul Magwood,John Sacret Young,,Warren Oates,Leslie Caron,Alex Dreier,Crime,Drama,,4.5
179,Catlow,1971,1971,1h 41m,Sam Wanamaker,1,Scot Finch,James Griffith,Louis L'Amour,Yul Brynner,Richard Crenna,Leonard Nimoy,Comedy,Western,,5.6
180,The Christian Licorice Store,1971,1971,1h 30m,James Frawley,1,Floyd Mutrux,,,Beau Bridges,Maud Adams,Gilbert Roland,Drama,Comedy,,5.4
181,Chrome and Hot Leather,1971,1971,1h 31m,Lee Frost,1,Michael Haynes,David Neibel,Don Tait,William Smith,Tony Young,Michael Haynes,Action,Drama,,5.2
182,City Beneath the Sea,1971,,GG,Irwin Allen,1,John Meredyth Lucas,Irwin Allen,,Stuart Whitman,Rosemary Forsyth,Robert Colbert,Action,Adventure,Sci-Fi,5.3
183,Clay Pigeon,1971,1949,1h 3m,Richard Fleischer,1,Carl Foreman,,,Bill Williams,Barbara Hale,Richard Quine,Drama,Film-Noir,,6.5
184,A Clockwork Orange,1971,1971,2h 16m,Stanley Kubrick,1,Stanley Kubrick,Anthony Burgess,,Malcolm McDowell,Patrick Magee,Michael Bates,Crime,Sci-Fi,,8.3
185,Cold Turkey,1971,1971,1h 39m,Norman Lear,1,Norman Lear,William Price Fox,Margaret Rau,Dick Van Dyke,Pippa Scott,Tom Poston,Comedy,,,6.7
186,Cry Uncle!,1971,1971,1h 27m,John G. Avildsen,1,David Odell,Michael Brett,Allen Garfield,Jackson Beck,Pamela Gruen,Allen Garfield,Comedy,Crime,Mystery,5.1
187,Day of the Wolves,1971,,1h 5m,,1,,,,,,,Action,Crime,Drama,7.7
188,The Deserter,1971,1954,1h 19m,Lesley Selander,1,Don Martin,L.L. Foreman,,Sterling Hayden,Coleen Gray,Keith Larsen,Romance,Western,,5.6
189,Desperate Characters,1971,1971,1h 37m,Frank D. Gilroy,1,Paula Fox,Frank D. Gilroy,,Shirley MacLaine,Kenneth Mars,Sada Thompson,Drama,,,6.1
190,Diamonds Are Forever,1971,1971,2h,Guy Hamilton,1,Richard Maibaum,Tom Mankiewicz,Ian Fleming,Sean Connery,Jill St. John,Charles Gray,Action,Adventure,Thriller,6.6
191,Dirty Harry,1971,1971,1h 42m,Don Siegel,1,Harry Julian Fink,Rita M. Fink,Dean Riesner,Clint Eastwood,Andrew Robinson,Harry Guardino,Action,Crime,Thriller,7.7
192,Doc,1971,,55m,,1,,,,,,,Drama,,,7.2
