,name,year,Length Of Movie (minute),idbm_year,gender_director,director_1,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
5050,Ghost Dog: The Way of the Samurai,1999,116.0,1999,1,Jim Jarmusch,Jim Jarmusch,,,Forest Whitaker,Henry Silva,John Tormey,Action,Crime,Drama,7.5
5051,"Girl, Interrupted",1999,127.0,1999,1,James Mangold,Susanna Kaysen,James Mangold,Lisa Loomer,Winona Ryder,Angelina Jolie,Clea DuVall,Biography,Drama,,7.3
5052,Gloria,1999,122.0,1989,1,Edward Zwick,Kevin Jarre,Lincoln Kirstein,Peter Burchard,Matthew Broderick,Denzel Washington,Cary Elwes,Biography,Drama,History,7.8
5053,Go,1999,102.0,1999,1,Doug Liman,John August,,,Sarah Polley,Jay Mohr,Scott Wolf,Comedy,Crime,,7.2
5054,The Green Mile,1999,189.0,1999,1,Frank Darabont,Stephen King,Frank Darabont,,Tom Hanks,Michael Clarke Duncan,David Morse,Crime,Drama,Fantasy,8.6
5055,Guinevere,1999,104.0,1999,0,Audrey Wells,Audrey Wells,,,Sarah Polley,Stephen Rea,Jean Smart,Drama,Romance,,6.0
5056,"Happy, Texas",1999,98.0,1999,1,Mark Illsley,Ed Stone,Mark Illsley,Phil Reeves,Jeremy Northam,Steve Zahn,William H. Macy,Comedy,Crime,Romance,6.3
5057,The Haunting,1999,113.0,1999,1,Jan de Bont,David Self,Shirley Jackson,,Liam Neeson,Catherine Zeta-Jones,Owen Wilson,Fantasy,Horror,Mystery,5.0
5058,Heaven or Vegas,1999,106.0,1998,1,Gregory C. Haynes,Gregory C. Haynes,,,Richard Grieco,Yasmine Bleeth,Andy Romano,Drama,,,4.8
5059,Held Up,1999,89.0,1999,1,Steve Rash,Jeff Eastin,Erik Fleming,Greg Richards,Jamie Foxx,Nia Long,Barry Corbin,Comedy,,,5.2
5060,The Hi-Line,1999,95.0,1999,1,Ron Judkins,Ron Judkins,,,Ryan Alosio,Tantoo Cardinal,Rachael Leigh Cook,Drama,,,6.1
5061,House on Haunted Hill,1999,93.0,1999,1,William Malone,Robb White,Dick Beebe,,Geoffrey Rush,Famke Janssen,Taye Diggs,Crime,Fantasy,Horror,5.6
5062,The Hurricane,1999,146.0,1999,1,Norman Jewison,Rubin 'Hurricane' Carter,Sam Chaiton,Terry Swinton,Denzel Washington,Vicellous Shannon,Deborah Kara Unger,Biography,Drama,Sport,7.6
5063,An Ideal Husband,1999,97.0,1999,1,Oliver Parker,Oscar Wilde,Oliver Parker,,Rupert Everett,Julianne Moore,Peter Vaughan,Comedy,Romance,,6.8
5064,Idle Hands,1999,92.0,1999,1,Rodman Flender,Terri Hughes Burton,Ron Milbauer,,Devon Sawa,Seth Green,Elden Henson,Comedy,Fantasy,Horror,6.2
5065,In Dreams,1999,100.0,1999,1,Neil Jordan,Bari Wood,Bruce Robinson,Neil Jordan,Annette Bening,Robert Downey Jr.,Katie Sagona,Drama,Fantasy,Thriller,5.5
5066,In Too Deep,1999,104.0,1998,1,David Dobkin,Matthew L. Healy,,,Joaquin Phoenix,Vince Vaughn,Janeane Garofalo,Comedy,Crime,,6.6
5067,The Insider,1999,157.0,1999,1,Michael Mann,Marie Brenner,Eric Roth,Michael Mann,Russell Crowe,Al Pacino,Christopher Plummer,Biography,Drama,Thriller,7.8
5068,Inspector Gadget,1999,78.0,1999,1,David Kellogg,Andy Heyward,Jean Chalopin,Bruno Bianchi,Matthew Broderick,Rupert Everett,Joely Fisher,Action,Adventure,Comedy,4.2
5069,The Iron Giant,1999,86.0,1999,1,Brad Bird,Tim McCanlies,Brad Bird,Ted Hughes,Eli Marienthal,Harry Connick Jr.,Jennifer Aniston,Animation,Action,Adventure,8.0
5070,Jakob the Liar,1999,1.0,1999,1,Peter Kassovitz,Jurek Becker,Peter Kassovitz,Didier Decoin,Robin Williams,Hannah Taylor Gordon,Éva Igó,Drama,War,,6.6
5071,Jawbreaker,1999,87.0,1999,1,Darren Stein,Darren Stein,,,Rose McGowan,Rebecca Gayheart,Julie Benz,Comedy,Crime,Thriller,5.7
5072,Jesus' Son,1999,107.0,1999,0,Alison Maclean,Denis Johnson,Elizabeth Cuthrell,David Urrutia,Billy Crudup,Robert Michael Kelly,Torben Brooks,Drama,,,6.9
5073,Joe the King,1999,93.0,1999,1,Frank Whaley,Frank Whaley,,,Noah Fleiss,Karen Young,Camryn Manheim,Crime,Drama,,6.7
5074,Just a Little Harmless Sex,1999,98.0,1998,1,Rick Rosenthal,Marti Noxon,Roger E. Mills,,Alison Eastwood,Rachel Hunter,Lauren Hutton,Comedy,Romance,,4.9
5075,Just the Ticket,1999,115.0,1998,1,Richard Wenk,Richard Wenk,,,Andy Garcia,Andie MacDowell,Richard Bradford,Comedy,Romance,,5.6
5076,The King and I,1999,133.0,1956,1,Walter Lang,Ernest Lehman,Oscar Hammerstein II,Margaret Landon,Yul Brynner,Deborah Kerr,Rita Moreno,Biography,Drama,Musical,7.4
5077,Kiss the Sky,1999,107.0,1999,1,Tony Goldwyn,Pamela Gray,,,Diane Lane,Viggo Mortensen,Bobby Boriello,Drama,Romance,,6.6
5078,Kiss Toledo Goodbye,1999,96.0,1999,1,Lyndon Chubbuck,Robert Easter,,,Michael Rapaport,Christopher Walken,Robert Forster,Comedy,Thriller,,4.7
5079,Lake Placid,1999,82.0,1999,1,Steve Miner,David E. Kelley,,,Bridget Fonda,Bill Pullman,Oliver Platt,Action,Comedy,Horror,5.7
5080,Liberty Heights,1999,127.0,1999,1,Barry Levinson,Barry Levinson,,,Adrien Brody,Bebe Neuwirth,Joe Mantegna,Comedy,Drama,Music,7.0
5081,Life,1999,104.0,2017,1,Daniel Espinosa,Rhett Reese,Paul Wernick,,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,Horror,Sci-Fi,Thriller,6.6
5082,Light It Up,1999,99.0,1999,1,Craig Bolotin,Craig Bolotin,,,Usher,Forest Whitaker,Rosario Dawson,Drama,Thriller,,6.0
5083,The Limey,1999,89.0,1999,1,Steven Soderbergh,Lem Dobbs,,,Terence Stamp,Peter Fonda,Lesley Ann Warren,Crime,Drama,Mystery,7.0
5084,Lost & Found,1999,100.0,1999,1,Jeff Pollack,J.B. Cook,Marc Meeks,David Spade,David Spade,Sophie Marceau,Ever Carradine,Comedy,Romance,,5.1
5085,Love Stinks,1999,94.0,1999,1,Jeff Franklin,Jeff Franklin,,,French Stewart,Bridgette Wilson-Sampras,Bill Bellamy,Comedy,,,5.8
5086,Lovers Lane,1999,90.0,1999,1,Jon Steven Ward,Geof Miller,Rory Veal,,Diedre Kilgore,Carter Roy,Brian Allemand,Horror,Mystery,Thriller,4.0
5087,Lycanthrope,1999,91.0,1989,1,Randolph Cohlan,Randolph Cohlan,,,Brenda Vance,Rick Scott,Stuart Quan,Horror,,,3.8
5088,Magnolia,1999,188.0,1999,1,Paul Thomas Anderson,Paul Thomas Anderson,,,Tom Cruise,Jason Robards,Julianne Moore,Drama,,,8.0
5089,Man of the Century,1999,77.0,1999,1,Adam Abraham,Adam Abraham,Gibson Frazier,,Gibson Frazier,Cara Buono,Ian Edwards,Comedy,Romance,,7.0
5090,Man on the Moon,1999,118.0,1999,1,Milos Forman,Scott Alexander,Larry Karaszewski,,Jim Carrey,Danny DeVito,Gerry Becker,Biography,Comedy,Drama,7.4
5091,A Map of the World,1999,125.0,1999,1,Scott Elliott,Jane Hamilton,Peter Hedges,Polly Platt,Sigourney Weaver,Julianne Moore,Dara Perlmutter,Drama,,,6.6
5092,The Mating Habits of the Earthbound Human,1999,88.0,1999,1,Jeff Abugov,Jeff Abugov,,,David Hyde Pierce,Mackenzie Astin,Carmen Electra,Comedy,Sci-Fi,,6.4
5093,The Matrix,1999,136.0,1999,1,Lana Wachowski,Lilly Wachowski,Lana Wachowski,,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Action,Sci-Fi,,8.7
5094,Message in a Bottle,1999,126.0,1999,1,Luis Mandoki,Nicholas Sparks,Gerald Di Pego,,Kevin Costner,Robin Wright,Paul Newman,Drama,Romance,,6.3
5095,The Messenger: The Story of Joan of Arc,1999,158.0,1999,1,Luc Besson,Andrew Birkin,Luc Besson,,Milla Jovovich,John Malkovich,Rab Affleck,Adventure,Biography,Drama,6.4
5096,Mickey Blue Eyes,1999,102.0,1999,1,Kelly Makin,Adam Scheinman,Robert Kuhn,,Hugh Grant,Jeanne Tripplehorn,James Caan,Comedy,Crime,Romance,5.9
5097,A Midsummer Night's Dream,1999,116.0,1999,1,Michael Hoffman,William Shakespeare,Michael Hoffman,,Kevin Kline,Michelle Pfeiffer,Rupert Everett,Comedy,Fantasy,Romance,6.4
5098,Miss Julie,1999,129.0,2014,0,Liv Ullmann,August Strindberg,Liv Ullmann,,Jessica Chastain,Colin Farrell,Samantha Morton,Drama,Romance,,5.5
5099,Mr. Death,1999,88.0,1976,1,Jim Sotos,Henry Scarpelli,,,Tanya Roberts,Ron Max,Nancy Allen,Horror,Thriller,,3.8
5100,Mumford,1999,112.0,1999,1,Lawrence Kasdan,Lawrence Kasdan,,,Loren Dean,Hope Davis,Jason Lee,Comedy,Drama,,6.8
5101,The Mummy,1999,124.0,1999,1,Stephen Sommers,Stephen Sommers,Lloyd Fonvielle,Kevin Jarre,Brendan Fraser,Rachel Weisz,John Hannah,Action,Adventure,Fantasy,7.1
5102,Muppets from Space,1999,87.0,1999,1,Tim Hill,Jerry Juhl,Joey Mazzarino,Ken Kaufman,Dave Goelz,Steve Whitmire,Bill Barretta,Adventure,Comedy,Family,6.3
5103,The Muse,1999,97.0,1999,1,Albert Brooks,Albert Brooks,Monica Mcgowan Johnson,,Albert Brooks,Sharon Stone,Andie MacDowell,Comedy,,,5.7
5104,Music of the Heart,1999,124.0,1999,1,Wes Craven,Pamela Gray,,,Meryl Streep,Cloris Leachman,Henry Dinhofer,Drama,Music,,6.8
5105,My Favorite Martian,1999,94.0,1999,1,Donald Petrie,John L. Greene,Sherri Stoner,Deanna Oliver,Christopher Lloyd,Jeff Daniels,Elizabeth Hurley,Comedy,Family,Sci-Fi,5.1
5106,"Mystery, Alaska",1999,119.0,1999,1,Jay Roach,David E. Kelley,Sean O'Byrne,,Russell Crowe,Burt Reynolds,Hank Azaria,Comedy,Drama,Sport,6.7
5107,Mystery Men,1999,121.0,1999,1,Kinka Usher,Neil Cuthbert,Bob Burden,,Ben Stiller,Janeane Garofalo,William H. Macy,Action,Comedy,Fantasy,6.1
5108,Never Been Kissed,1999,107.0,1999,1,Raja Gosnell,Abby Kohn,Marc Silverstein,,Drew Barrymore,David Arquette,Michael Vartan,Comedy,Drama,Romance,6.1
5109,The Ninth Gate,1999,133.0,1999,1,Roman Polanski,Arturo Pérez-Reverte,John Brownjohn,Enrique Urbizu,Johnny Depp,Frank Langella,Lena Olin,Mystery,Thriller,,6.7
5110,Ninth Street,1999,95.0,1999,1,Tim Rebman,Kevin Willmott,,,Don Washington,Kevin Willmott,Nadine Griffith,Drama,,,6.9
5111,Notting Hill,1999,124.0,1999,1,Roger Michell,Richard Curtis,,,Hugh Grant,Julia Roberts,Richard McCabe,Comedy,Drama,Romance,7.1
5112,October Sky,1999,108.0,1999,1,Joe Johnston,Homer H. Hickam Jr.,Lewis Colick,,Jake Gyllenhaal,Chris Cooper,Laura Dern,Biography,Drama,Family,7.8
5113,Office Space,1999,89.0,1999,1,Mike Judge,Mike Judge,,,Ron Livingston,Jennifer Aniston,David Herman,Comedy,,,7.7
5114,The Omega Code,1999,100.0,1999,1,Robert Marcarelli,Stephan Blinn,Hollis Barton,,Casper Van Dien,Michael York,Catherine Oxenberg,Action,Adventure,Fantasy,3.6
5115,One Man's Hero,1999,121.0,1999,1,Lance Hool,Milton S. Gelman,,,Tom Berenger,Joaquim de Almeida,Daniela Romo,Action,Drama,History,6.1
5116,The Other Sister,1999,129.0,1999,1,Garry Marshall,Alexandra Rose,Blair Richwood,Garry Marshall,Juliette Lewis,Diane Keaton,Giovanni Ribisi,Comedy,Drama,Romance,6.5
5117,P.U.N.K.S.,1999,115.0,1999,1,Sean McNamara,Mark Cramer,Sean McNamara,,Tim Redwine,Kenneth A. Brown,Patrick Renna,Comedy,Sci-Fi,,4.9
5118,Payback,1999,100.0,1999,1,Brian Helgeland,Donald E. Westlake,Brian Helgeland,Terry Hayes,Mel Gibson,Gregg Henry,Maria Bello,Action,Crime,Drama,7.1
5119,Play It to the Bone,1999,124.0,1999,1,Ron Shelton,Ron Shelton,,,Woody Harrelson,Antonio Banderas,Lolita Davidovich,Comedy,Drama,Sport,5.5
5120,Pushing Tin,1999,124.0,1999,1,Mike Newell,Darcy Frey,Glen Charles,Les Charles,John Cusack,Billy Bob Thornton,Cate Blanchett,Comedy,Drama,Romance,6.0
5121,The Rage: Carrie 2,1999,104.0,1999,1,Katt Shea,Stephen King,Rafael Moreu,,Emily Bergl,Jason London,Dylan Bruno,Horror,Sci-Fi,Thriller,4.7
5122,Random Hearts,1999,133.0,1999,1,Sydney Pollack,Warren Adler,Darryl Ponicsan,Kurt Luedtke,Harrison Ford,Kristin Scott Thomas,Charles S. Dutton,Drama,Mystery,Romance,5.3
5123,Ravenous,1999,101.0,1999,0,Antonia Bird,Ted Griffin,,,Guy Pearce,Robert Carlyle,David Arquette,Adventure,Horror,Western,7.0
5124,Rites of Passage,1999,103.0,2012,1,W. Peter Iliff,W. Peter Iliff,Rick Halsey,Jonathan Sachar,Wes Bentley,Kate Maberly,Ryan Donowho,Thriller,,,4.0
5125,Runaway Bride,1999,116.0,1999,1,Garry Marshall,Josann McGibbon,Sara Parriott,,Julia Roberts,Richard Gere,Joan Cusack,Comedy,Romance,,5.6
5126,The Runner,1999,90.0,2015,1,Austin Stark,Austin Stark,,,Nicolas Cage,Sarah Paulson,Peter Fonda,Drama,,,4.7
5127,She's All That,1999,88.0,2021,1,Mark Waters,R. Lee Fleming Jr.,,,Addison Rae,Tanner Buchanan,Madison Pettis,Comedy,Romance,,4.3
5128,Simon Sez,1999,85.0,1999,1,Kevin Alyn Elders,Moshe Diamant,Rudy Cohen,Andrew Miller,Dennis Rodman,Dane Cook,John Pinette,Action,Comedy,,2.6
5129,Simply Irresistible,1999,96.0,1999,1,Mark Tarlov,Judith Roberts,,,Sarah Michelle Gellar,Sean Patrick Flanery,Patricia Clarkson,Comedy,Drama,Fantasy,5.3
5130,The Sixth Sense,1999,107.0,1999,1,M. Night Shyamalan,M. Night Shyamalan,,,Bruce Willis,Haley Joel Osment,Toni Collette,Drama,Mystery,Thriller,8.1
5131,A Slipping-Down Life,1999,109.0,1999,1,Toni Kalem,Anne Tyler,Toni Kalem,,Lili Taylor,Guy Pearce,Irma P. Hall,Drama,Music,Romance,6.1
5132,Snow Falling on Cedars,1999,127.0,1999,1,Scott Hicks,David Guterson,Ronald Bass,Scott Hicks,Ethan Hawke,Max von Sydow,Yûki Kudô,Drama,Mystery,Romance,6.8
5133,"South Park: Bigger, Longer & Uncut",1999,81.0,1999,1,Trey Parker,Trey Parker,Matt Stone,Pam Brady,Trey Parker,Matt Stone,Mary Kay Bergman,Animation,Comedy,Fantasy,7.7
5134,Speedway Junky,1999,105.0,1999,1,Nickolas Perry,Nickolas Perry,,,Richard Balin,Jaime Bergman,Jesse Bradford,Crime,Drama,Romance,6.0
5135,Star Wars: Episode I – The Phantom Menace,1999,136.0,1999,1,George Lucas,George Lucas,,,Ewan McGregor,Liam Neeson,Natalie Portman,Action,Adventure,Fantasy,6.5
5136,Stigmata,1999,103.0,1999,1,Rupert Wainwright,Tom Lazarus,Rick Ramage,,Patricia Arquette,Gabriel Byrne,Jonathan Pryce,Horror,,,6.2
5137,Stir of Echoes,1999,99.0,1999,1,David Koepp,Richard Matheson,David Koepp,,Kevin Bacon,Zachary David Cope,Kathryn Erbe,Horror,Mystery,Thriller,7.0
5138,The Story of Us,1999,95.0,1999,1,Rob Reiner,Alan Zweibel,Jessie Nelson,,Bruce Willis,Michelle Pfeiffer,Colleen Rennison,Comedy,Drama,Romance,6.0
5139,The Straight Story,1999,112.0,1999,1,David Lynch,John Roach,Mary Sweeney,,Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz,Biography,Drama,,8.0
5140,Stuart Little,1999,84.0,1999,1,Rob Minkoff,E.B. White,M. Night Shyamalan,Greg Brooker,Michael J. Fox,Geena Davis,Hugh Laurie,Adventure,Comedy,Family,5.9
5141,Summer of Sam,1999,142.0,1999,1,Spike Lee,Spike Lee,Victor Colicchio,Michael Imperioli,John Leguizamo,Adrien Brody,Mira Sorvino,Crime,Drama,Romance,6.7
5142,Superstar,1999,113.0,1998,1,Woody Allen,Woody Allen,,,Kenneth Branagh,Judy Davis,Leonardo DiCaprio,Comedy,Drama,,6.3
5143,Sweet and Lowdown,1999,95.0,1999,1,Woody Allen,Woody Allen,,,Sean Penn,Samantha Morton,Woody Allen,Comedy,Drama,Music,7.2
5144,The Talented Mr. Ripley,1999,139.0,1999,1,Anthony Minghella,Patricia Highsmith,Anthony Minghella,,Matt Damon,Gwyneth Paltrow,Jude Law,Crime,Drama,Thriller,7.4
5145,Tarzan,1999,110.0,2016,1,David Yates,Adam Cozad,Craig Brewer,Edgar Rice Burroughs,Alexander Skarsgård,Rory J. Saper,Christian Stevens,Action,Adventure,Drama,6.2
5146,Teaching Mrs. Tingle,1999,96.0,1999,1,Kevin Williamson,Kevin Williamson,,,Helen Mirren,Marisa Coughlan,Katie Holmes,Comedy,Thriller,,5.3
5147,That Championship Season,1999,110.0,1982,1,Jason Miller,Jason Miller,,,Bruce Dern,Stacy Keach,Robert Mitchum,Drama,,,6.4
5148,The Thirteenth Floor,1999,100.0,1999,1,Josef Rusnak,Daniel F. Galouye,Josef Rusnak,Ravel Centeno-Rodriguez,Craig Bierko,Gretchen Mol,Armin Mueller-Stahl,Mystery,Sci-Fi,Thriller,7.1
5149,The Thomas Crown Affair,1999,113.0,1999,1,John McTiernan,Alan Trustman,Leslie Dixon,Kurt Wimmer,Pierce Brosnan,Rene Russo,Denis Leary,Crime,Romance,Thriller,6.9
5150,Three Kings,1999,114.0,1999,1,David O. Russell,John Ridley,David O. Russell,,George Clooney,Mark Wahlberg,Ice Cube,Action,Adventure,Comedy,7.1
5151,Three to Tango,1999,98.0,1999,1,Damon Santostefano,Rodney Patrick Vaccaro,Aline Brosh McKenna,,Neve Campbell,Matthew Perry,Dylan McDermott,Comedy,Romance,,6.1
5152,Titus,1999,162.0,1999,0,Julie Taymor,William Shakespeare,Julie Taymor,,Anthony Hopkins,Jessica Lange,Osheen Jones,Drama,History,Thriller,7.1
5153,Toy Story 2,1999,92.0,1999,1,John Lasseter,John Lasseter,Pete Docter,Ash Brannon,Tom Hanks,Tim Allen,Joan Cusack,Animation,Adventure,Comedy,7.9
5154,Trippin',1999,94.0,1999,1,David Raynr,Gary Hardwick,,,Deon Richmond,Donald Faison,Guy Torry,Comedy,,,5.3
5155,True Crime,1999,127.0,1999,1,Clint Eastwood,Andrew Klavan,Larry Gross,Paul Brickman,Clint Eastwood,Isaiah Washington,LisaGay Hamilton,Crime,Drama,Mystery,6.6
5156,Tumbleweeds,1999,102.0,1999,1,Gavin O'Connor,Angela Shelton,Gavin O'Connor,,Janet McTeer,Kimberly J. Brown,Jay O. Sanders,Comedy,Drama,,6.7
5157,Twin Falls Idaho,1999,111.0,1999,1,Michael Polish,Mark Polish,Michael Polish,,Michael Polish,Mark Polish,Michele Hicks,Drama,,,7.2
5158,Universal Soldier: The Return,1999,83.0,1999,1,Mic Rodgers,Richard Rothstein,Christopher Leitch,Dean Devlin,Jean-Claude Van Damme,Bill Goldberg,Heidi Schanz,Action,Sci-Fi,,4.2
5159,Varsity Blues,1999,106.0,1999,1,Brian Robbins,W. Peter Iliff,,,James Van Der Beek,Jon Voight,Paul Walker,Comedy,Drama,Romance,6.5
5160,The Virgin Suicides,1999,97.0,1999,0,Sofia Coppola,Jeffrey Eugenides,Sofia Coppola,,Kirsten Dunst,Josh Hartnett,James Woods,Drama,Romance,,7.2
5161,Virus,1999,127.0,1995,1,Wolfgang Petersen,Laurence Dworet,Robert Roy Pool,,Dustin Hoffman,Rene Russo,Morgan Freeman,Action,Drama,Thriller,6.6
5162,The Waiting Game,1999,95.0,,1,Vic Sarin,Jane Ann Krentz,Barbara O'Kelly,Peter Lauterman,Chris Potter,Chandra West,Paula Abdul,Drama,Romance,,6.0
5163,A Walk on the Moon,1999,107.0,1999,1,Tony Goldwyn,Pamela Gray,,,Diane Lane,Viggo Mortensen,Bobby Boriello,Drama,Romance,,6.6
5164,Walking Across Egypt,1999,100.0,1999,1,Arthur Allan Seidelman,Clyde Edgerton,Paul Tamasy,,Forrest,Ellen Burstyn,Judge Reinhold,Comedy,Crime,Drama,7.2
5165,Whiteboyz,1999,92.0,1999,1,Marc Levin,Garth Belcon,Danny Hoch,Marc Levin,Danny Hoch,Dash Mihok,Mark Webber,Comedy,Drama,,5.3
5166,Wild Wild West,1999,106.0,1999,1,Barry Sonnenfeld,Jim Thomas,John Thomas,S.S. Wilson,Will Smith,Kevin Kline,Kenneth Branagh,Action,Comedy,Sci-Fi,4.9
5167,Wing Commander,1999,100.0,1999,1,Chris Roberts,Chris Roberts,Kevin Droney,,Freddie Prinze Jr.,Matthew Lillard,Saffron Burrows,Action,Adventure,Sci-Fi,4.3
5168,Wisconsin Death Trip,1999,76.0,1999,1,James Marsh,Michael Lesy,James Marsh,,Ian Holm,Jeffrey Golden,Jo Vukelich,Biography,Crime,Drama,6.7
5169,The Woman Chaser,1999,90.0,1999,1,Robinson Devor,Charles Willeford,Robinson Devor,,Patrick Warburton,Eugene Roche,Ron Morgan,Comedy,,,7.1
5170,A Woman Scorned,1999,100.0,1993,1,Andrew Stevens,Barry Avrich,Karen Kelly,,Shannon Tweed,Andrew Stevens,Kim Morgan Greene,Drama,Thriller,,5.2
5171,The Wood,1999,106.0,1999,1,Rick Famuyiwa,Rick Famuyiwa,Todd Boyd,,Elayn J. Taylor,Omar Epps,Richard T. Jones,Comedy,Drama,Romance,7.0
5172,The World Is Not Enough,1999,128.0,1999,1,Michael Apted,Neal Purvis,Robert Wade,Bruce Feirstein,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Action,Adventure,Thriller,6.4
5173,102 Dalmatians,2000,100.0,2000,1,Kevin Lima,Dodie Smith,Kristen Buckley,Brian Regan,Glenn Close,Gérard Depardieu,Ioan Gruffudd,Adventure,Comedy,Family,4.9
5174,28 Days,2000,103.0,2000,0,Betty Thomas,Susannah Grant,,,Sandra Bullock,Viggo Mortensen,Dominic West,Comedy,Drama,,6.1
5175,3 Strikes,2000,82.0,2000,1,DJ Pooh,DJ Pooh,,,Brian Hooks,N'Bushe Wright,Faizon Love,Comedy,,,4.9
5176,The 6th Day,2000,123.0,2000,1,Roger Spottiswoode,Cormac Wibberley,Marianne Wibberley,,Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn,Action,Mystery,Sci-Fi,5.9
5177,Across the Line,2000,99.0,2000,1,Martin Spottl,Sigal Erez,Martin Spottl,,Brian Bloom,Justin Urich,Brad Johnson,Drama,Thriller,,5.6
5178,All the Pretty Horses,2000,116.0,2000,1,Billy Bob Thornton,Cormac McCarthy,Ted Tally,,Matt Damon,Penélope Cruz,Henry Thomas,Drama,Romance,Western,5.8
5179,Almost Famous,2000,122.0,2000,1,Cameron Crowe,Cameron Crowe,,,Billy Crudup,Patrick Fugit,Kate Hudson,Adventure,Comedy,Drama,7.9
5180,American Psycho,2000,101.0,2000,0,Mary Harron,Bret Easton Ellis,Mary Harron,Guinevere Turner,Christian Bale,Justin Theroux,Josh Lucas,Crime,Drama,Horror,7.6
5181,Animal Factory,2000,94.0,2000,1,Steve Buscemi,Edward Bunker,John Steppling,,Willem Dafoe,Edward Furlong,Danny Trejo,Crime,Drama,,6.6
5182,The Art of War,2000,117.0,2000,1,Christian Duguay,Wayne Beach,Simon Barry,,Wesley Snipes,Anne Archer,Maury Chaykin,Action,Adventure,Crime,5.7
5183,Autumn in New York,2000,103.0,2000,0,Joan Chen,Allison Burnett,,,Richard Gere,Winona Ryder,Anthony LaPaglia,Drama,Romance,,5.7
5184,The Ballad of Ramblin' Jack,2000,112.0,2000,1,Aiyana Elliott,Dicky Dahl,Aiyana Elliott,,Jack Elliott,Gil Gross,Arlo Guthrie,Documentary,Biography,Music,7.7
5185,Bamboozled,2000,135.0,2000,1,Spike Lee,Spike Lee,,,Damon Wayans,Savion Glover,Jada Pinkett Smith,Comedy,Drama,Music,6.6
5186,Battlefield Earth,2000,118.0,2000,1,Roger Christian,Corey Mandell,J.D. Shapiro,L. Ron Hubbard,John Travolta,Forest Whitaker,Barry Pepper,Action,Adventure,Sci-Fi,2.5
5187,The Beach,2000,119.0,2000,1,Danny Boyle,John Hodge,Alex Garland,,Leonardo DiCaprio,Tilda Swinton,Daniel York,Adventure,Drama,Romance,6.7
5188,Beautiful Joe,2000,98.0,2000,1,Stephen Metcalfe,Stephen Metcalfe,,,Sharon Stone,Billy Connolly,Gil Bellows,Comedy,Drama,,5.7
5189,Bedazzled,2000,93.0,2000,1,Harold Ramis,Peter Cook,Dudley Moore,Larry Gelbart,Brendan Fraser,Elizabeth Hurley,Frances O'Connor,Comedy,Fantasy,,6.0
5190,Before Night Falls,2000,133.0,2000,1,Julian Schnabel,Cunningham O'Keefe,Lázaro Gómez Carriles,Julian Schnabel,Javier Bardem,Johnny Depp,Olatz López Garmendia,Biography,Drama,Romance,7.2
5191,Best in Show,2000,90.0,2000,1,Christopher Guest,Christopher Guest,Eugene Levy,,Fred Willard,Eugene Levy,Catherine O'Hara,Comedy,,,7.5
5192,Big Momma's House,2000,99.0,2000,1,Raja Gosnell,Darryl Quarles,Don Rhymer,,Martin Lawrence,Nia Long,Paul Giamatti,Action,Comedy,Crime,5.2
5193,The Big Tease,2000,86.0,1999,1,Kevin Allen,Sacha Gervasi,Craig Ferguson,,Craig Ferguson,Chris Langham,David Rasche,Comedy,,,5.9
5194,Bless the Child,2000,107.0,2000,1,Chuck Russell,Cathy Cash Spellman,Thomas Rickman,Clifford Green,Kim Basinger,Jimmy Smits,Rufus Sewell,Crime,Drama,Horror,5.1
5195,Boiler Room,2000,1.0,2000,1,Ben Younger,Ben Younger,,,Giovanni Ribisi,Vin Diesel,Nia Long,Crime,Drama,Thriller,7.0
5196,Book of Shadows: Blair Witch 2,2000,90.0,2000,1,Joe Berlinger,Daniel Myrick,Eduardo Sánchez,Dick Beebe,Jeffrey Donovan,Stephen Barker Turner,Erica Leerhsen,Adventure,Fantasy,Horror,4.0
5197,Boys and Girls,2000,94.0,2000,1,Robert Iscove,Andrew Lowery,Andrew Miller,,Freddie Prinze Jr.,Claire Forlani,Brendon Ryan Barrett,Comedy,Drama,Romance,5.4
5198,Bring It On,2000,98.0,2000,1,Peyton Reed,Jessica Bendinger,,,Kirsten Dunst,Eliza Dushku,Jesse Bradford,Comedy,Romance,Sport,6.1
5199,The Broken Hearts Club: A Romantic Comedy,2000,94.0,2000,1,Greg Berlanti,Greg Berlanti,,,Timothy Olyphant,Dean Cain,Zach Braff,Comedy,Drama,Romance,7.0
5200,Cast Away,2000,143.0,2000,1,Robert Zemeckis,William Broyles Jr.,,,Tom Hanks,Helen Hunt,Paul Sanchez,Adventure,Drama,Romance,7.8
5201,Cecil B. Demented,2000,87.0,2000,1,John Waters,John Waters,,,Melanie Griffith,Stephen Dorff,Alicia Witt,Comedy,Crime,Thriller,6.2
5202,The Cell,2000,107.0,2000,1,Tarsem Singh,Mark Protosevich,,,Jennifer Lopez,Vince Vaughn,Vincent D'Onofrio,Crime,Horror,Sci-Fi,6.4
